jour;libelle;reg;incid_rea
2020-04-27;Bourgogne-Franche-Comté;27;6
2020-04-27;Bretagne;53;1
2020-04-27;Centre-Val de Loire;24;5
2020-04-27;Corse;94;0
2020-04-27;Grand-Est;44;17
2020-04-27;Guadeloupe;1;0
2020-04-27;Guyane;3;0
2020-04-27;Hauts-de-France;32;10
2020-04-27;Ile-de-France;11;50
2020-04-27;La Réunion;4;0
2020-04-27;Martinique;2;0
2020-04-27;Mayotte;6;0
2020-04-27;Normandie;28;2
2020-04-27;Nouvelle-Aquitaine;75;2
2020-04-27;Occitanie;76;6
2020-04-27;Pays de la Loire;52;2
2020-04-27;Provence-Alpes-Côte d'Azur;93;16
2020-04-28;Auvergne-Rhône-Alpes;84;8
2020-04-28;Bourgogne-Franche-Comté;27;10
2020-04-28;Bretagne;53;1
2020-04-28;Centre-Val de Loire;24;6
2020-04-28;Corse;94;1
2020-04-28;Grand-Est;44;24
2020-04-28;Guadeloupe;1;0
2020-04-28;Guyane;3;0
2020-04-28;Hauts-de-France;32;12
2020-04-28;Ile-de-France;11;57
2020-04-28;La Réunion;4;0
2020-04-28;Martinique;2;0
2020-04-28;Mayotte;6;0
2020-04-28;Normandie;28;7
2020-04-28;Nouvelle-Aquitaine;75;2
2020-04-28;Occitanie;76;6
2020-04-28;Pays de la Loire;52;0
2020-04-28;Provence-Alpes-Côte d'Azur;93;19
2020-04-29;Auvergne-Rhône-Alpes;84;9
2020-04-29;Bourgogne-Franche-Comté;27;7
2020-04-29;Bretagne;53;2
2020-04-29;Centre-Val de Loire;24;3
2020-04-29;Corse;94;0
2020-04-29;Grand-Est;44;13
2020-04-29;Guadeloupe;1;1
2020-04-29;Guyane;3;0
2020-04-29;Hauts-de-France;32;7
2020-04-29;Ile-de-France;11;44
2020-04-29;La Réunion;4;0
2020-04-29;Martinique;2;0
2020-04-29;Mayotte;6;0
2020-04-29;Normandie;28;0
2020-04-29;Nouvelle-Aquitaine;75;3
2020-04-29;Occitanie;76;3
2020-04-29;Pays de la Loire;52;2
2020-04-29;Provence-Alpes-Côte d'Azur;93;16
2020-04-30;Auvergne-Rhône-Alpes;84;12
2020-04-30;Bourgogne-Franche-Comté;27;9
2020-04-30;Bretagne;53;0
2020-04-30;Centre-Val de Loire;24;6
2020-04-30;Corse;94;0
2020-04-30;Grand-Est;44;16
2020-04-30;Guadeloupe;1;0
2020-04-30;Guyane;3;0
2020-04-30;Hauts-de-France;32;17
2020-04-30;Ile-de-France;11;45
2020-04-30;La Réunion;4;0
2020-04-30;Martinique;2;1
2020-04-30;Mayotte;6;0
2020-04-30;Normandie;28;0
2020-04-30;Nouvelle-Aquitaine;75;2
2020-04-30;Occitanie;76;5
2020-04-30;Pays de la Loire;52;0
2020-04-30;Provence-Alpes-Côte d'Azur;93;8
2020-05-01;Auvergne-Rhône-Alpes;84;12
2020-05-01;Bourgogne-Franche-Comté;27;1
2020-05-01;Bretagne;53;0
2020-05-01;Centre-Val de Loire;24;6
2020-05-01;Corse;94;0
2020-05-01;Grand-Est;44;15
2020-05-01;Guadeloupe;1;0
2020-05-01;Guyane;3;0
2020-05-01;Hauts-de-France;32;4
2020-05-01;Ile-de-France;11;25
2020-05-01;La Réunion;4;0
2020-05-01;Martinique;2;0
2020-05-01;Mayotte;6;2
2020-05-01;Normandie;28;1
2020-05-01;Nouvelle-Aquitaine;75;2
2020-05-01;Occitanie;76;1
2020-05-01;Pays de la Loire;52;0
2020-05-01;Provence-Alpes-Côte d'Azur;93;4
2020-05-02;Auvergne-Rhône-Alpes;84;9
2020-05-02;Bourgogne-Franche-Comté;27;4
2020-05-02;Bretagne;53;2
2020-05-02;Centre-Val de Loire;24;1
2020-05-02;Corse;94;0
2020-05-02;Grand-Est;44;14
2020-05-02;Guadeloupe;1;0
2020-05-02;Guyane;3;0
2020-05-02;Hauts-de-France;32;2
2020-05-02;Ile-de-France;11;25
2020-05-02;La Réunion;4;1
2020-05-02;Martinique;2;0
2020-05-02;Mayotte;6;1
2020-05-02;Normandie;28;0
2020-05-02;Nouvelle-Aquitaine;75;0
2020-05-02;Occitanie;76;2
2020-05-02;Pays de la Loire;52;3
2020-05-02;Provence-Alpes-Côte d'Azur;93;0
2020-05-03;Auvergne-Rhône-Alpes;84;4
2020-05-03;Bourgogne-Franche-Comté;27;3
2020-05-03;Bretagne;53;0
2020-05-03;Centre-Val de Loire;24;3
2020-05-03;Corse;94;0
2020-05-03;Grand-Est;44;17
2020-05-03;Guadeloupe;1;0
2020-05-03;Guyane;3;0
2020-05-03;Hauts-de-France;32;5
2020-05-03;Ile-de-France;11;33
2020-05-03;La Réunion;4;0
2020-05-03;Martinique;2;0
2020-05-03;Mayotte;6;1
2020-05-03;Normandie;28;0
2020-05-03;Nouvelle-Aquitaine;75;4
2020-05-03;Occitanie;76;0
2020-05-03;Pays de la Loire;52;5
2020-05-03;Provence-Alpes-Côte d'Azur;93;5
2020-05-04;Auvergne-Rhône-Alpes;84;6
2020-05-04;Bourgogne-Franche-Comté;27;2
2020-05-04;Bretagne;53;2
2020-05-04;Centre-Val de Loire;24;2
2020-05-04;Corse;94;0
2020-05-04;Grand-Est;44;13
2020-05-04;Guadeloupe;1;0
2020-05-04;Guyane;3;0
2020-05-04;Hauts-de-France;32;7
2020-05-04;Ile-de-France;11;37
2020-05-04;La Réunion;4;0
2020-05-04;Martinique;2;0
2020-05-04;Mayotte;6;1
2020-05-04;Normandie;28;2
2020-05-04;Nouvelle-Aquitaine;75;3
2020-05-04;Occitanie;76;2
2020-05-04;Pays de la Loire;52;0
2020-05-04;Provence-Alpes-Côte d'Azur;93;7
2020-05-05;Auvergne-Rhône-Alpes;84;9
2020-05-05;Bourgogne-Franche-Comté;27;8
2020-05-05;Bretagne;53;1
2020-05-05;Centre-Val de Loire;24;6
2020-05-05;Corse;94;0
2020-05-05;Grand-Est;44;22
2020-05-05;Guadeloupe;1;0
2020-05-05;Guyane;3;0
2020-05-05;Hauts-de-France;32;10
2020-05-05;Ile-de-France;11;30
2020-05-05;La Réunion;4;0
2020-05-05;Martinique;2;0
2020-05-05;Mayotte;6;2
2020-05-05;Normandie;28;2
2020-05-05;Nouvelle-Aquitaine;75;3
2020-05-05;Occitanie;76;5
2020-05-05;Pays de la Loire;52;6
2020-05-05;Provence-Alpes-Côte d'Azur;93;7
2020-05-06;Auvergne-Rhône-Alpes;84;9
2020-05-06;Bourgogne-Franche-Comté;27;2
2020-05-06;Bretagne;53;1
2020-05-06;Centre-Val de Loire;24;0
2020-05-06;Corse;94;0
2020-05-06;Grand-Est;44;6
2020-05-06;Guadeloupe;1;0
2020-05-06;Guyane;3;0
2020-05-06;Hauts-de-France;32;12
2020-05-06;Ile-de-France;11;31
2020-05-06;La Réunion;4;0
2020-05-06;Martinique;2;0
2020-05-06;Mayotte;6;1
2020-05-06;Normandie;28;1
2020-05-06;Nouvelle-Aquitaine;75;0
2020-05-06;Occitanie;76;1
2020-05-06;Pays de la Loire;52;0
2020-05-06;Provence-Alpes-Côte d'Azur;93;5
2020-05-07;Auvergne-Rhône-Alpes;84;8
2020-05-07;Bourgogne-Franche-Comté;27;3
2020-05-07;Bretagne;53;3
2020-05-07;Centre-Val de Loire;24;2
2020-05-07;Corse;94;0
2020-05-07;Grand-Est;44;14
2020-05-07;Guadeloupe;1;0
2020-05-07;Guyane;3;0
2020-05-07;Hauts-de-France;32;11
2020-05-07;Ile-de-France;11;42
2020-05-07;La Réunion;4;2
2020-05-07;Martinique;2;0
2020-05-07;Mayotte;6;0
2020-05-07;Normandie;28;0
2020-05-07;Nouvelle-Aquitaine;75;3
2020-05-07;Occitanie;76;3
2020-05-07;Pays de la Loire;52;1
2020-05-07;Provence-Alpes-Côte d'Azur;93;7
2020-05-08;Auvergne-Rhône-Alpes;84;6
2020-05-08;Bourgogne-Franche-Comté;27;7
2020-05-08;Bretagne;53;2
2020-05-08;Centre-Val de Loire;24;0
2020-05-08;Corse;94;0
2020-05-08;Grand-Est;44;10
2020-05-08;Guadeloupe;1;0
2020-05-08;Guyane;3;0
2020-05-08;Hauts-de-France;32;7
2020-05-08;Ile-de-France;11;39
2020-05-08;La Réunion;4;1
2020-05-08;Martinique;2;0
2020-05-08;Mayotte;6;2
2020-05-08;Normandie;28;1
2020-05-08;Nouvelle-Aquitaine;75;1
2020-05-08;Occitanie;76;6
2020-05-08;Pays de la Loire;52;2
2020-05-08;Provence-Alpes-Côte d'Azur;93;5
2020-05-09;Auvergne-Rhône-Alpes;84;2
2020-05-09;Bourgogne-Franche-Comté;27;2
2020-05-09;Bretagne;53;2
2020-05-09;Centre-Val de Loire;24;0
2020-05-09;Corse;94;0
2020-05-09;Grand-Est;44;6
2020-05-09;Guadeloupe;1;0
2020-05-09;Guyane;3;0
2020-05-09;Hauts-de-France;32;3
2020-05-09;Ile-de-France;11;16
2020-05-09;La Réunion;4;1
2020-05-09;Martinique;2;0
2020-05-09;Mayotte;6;0
2020-05-09;Normandie;28;0
2020-05-09;Nouvelle-Aquitaine;75;1
2020-05-09;Occitanie;76;2
2020-05-09;Pays de la Loire;52;0
2020-05-09;Provence-Alpes-Côte d'Azur;93;3
2020-05-10;Auvergne-Rhône-Alpes;84;3
2020-05-10;Bourgogne-Franche-Comté;27;0
2020-05-10;Bretagne;53;1
2020-05-10;Centre-Val de Loire;24;0
2020-05-10;Corse;94;0
2020-05-10;Grand-Est;44;2
2020-05-10;Guadeloupe;1;0
2020-05-10;Guyane;3;0
2020-05-10;Hauts-de-France;32;4
2020-05-10;Ile-de-France;11;14
2020-05-10;La Réunion;4;2
2020-05-10;Martinique;2;0
2020-05-10;Mayotte;6;2
2020-05-10;Normandie;28;1
2020-05-10;Nouvelle-Aquitaine;75;1
2020-05-10;Occitanie;76;1
2020-05-10;Pays de la Loire;52;0
2020-05-10;Provence-Alpes-Côte d'Azur;93;7
2020-05-11;Auvergne-Rhône-Alpes;84;7
2020-05-11;Bourgogne-Franche-Comté;27;6
2020-05-11;Bretagne;53;2
2020-05-11;Centre-Val de Loire;24;2
2020-05-11;Corse;94;0
2020-05-11;Grand-Est;44;8
2020-05-11;Guadeloupe;1;0
2020-05-11;Guyane;3;0
2020-05-11;Hauts-de-France;32;10
2020-05-11;Ile-de-France;11;29
2020-05-11;La Réunion;4;0
2020-05-11;Martinique;2;0
2020-05-11;Mayotte;6;1
2020-05-11;Normandie;28;0
2020-05-11;Nouvelle-Aquitaine;75;4
2020-05-11;Occitanie;76;2
2020-05-11;Pays de la Loire;52;1
2020-05-11;Provence-Alpes-Côte d'Azur;93;10
2020-05-12;Auvergne-Rhône-Alpes;84;8
2020-05-12;Bourgogne-Franche-Comté;27;7
2020-05-12;Bretagne;53;0
2020-05-12;Centre-Val de Loire;24;3
2020-05-12;Corse;94;3
2020-05-12;Grand-Est;44;11
2020-05-12;Guadeloupe;1;0
2020-05-12;Guyane;3;0
2020-05-12;Hauts-de-France;32;10
2020-05-12;Ile-de-France;11;35
2020-05-12;La Réunion;4;1
2020-05-12;Martinique;2;0
2020-05-12;Mayotte;6;0
2020-05-12;Normandie;28;2
2020-05-12;Nouvelle-Aquitaine;75;0
2020-05-12;Occitanie;76;6
2020-05-12;Pays de la Loire;52;0
2020-05-12;Provence-Alpes-Côte d'Azur;93;6
2020-05-13;Auvergne-Rhône-Alpes;84;4
2020-05-13;Bourgogne-Franche-Comté;27;2
2020-05-13;Bretagne;53;1
2020-05-13;Centre-Val de Loire;24;2
2020-05-13;Corse;94;0
2020-05-13;Grand-Est;44;8
2020-05-13;Guadeloupe;1;0
2020-05-13;Guyane;3;0
2020-05-13;Hauts-de-France;32;7
2020-05-13;Ile-de-France;11;26
2020-05-13;La Réunion;4;0
2020-05-13;Martinique;2;0
2020-05-13;Mayotte;6;2
2020-05-13;Normandie;28;1
2020-05-13;Nouvelle-Aquitaine;75;3
2020-05-13;Occitanie;76;6
2020-05-13;Pays de la Loire;52;2
2020-05-13;Provence-Alpes-Côte d'Azur;93;5
2020-05-14;Auvergne-Rhône-Alpes;84;5
2020-05-14;Bourgogne-Franche-Comté;27;1
2020-05-14;Bretagne;53;1
2020-05-14;Centre-Val de Loire;24;4
2020-05-14;Corse;94;1
2020-05-14;Grand-Est;44;2
2020-05-14;Guadeloupe;1;0
2020-05-14;Guyane;3;0
2020-05-14;Hauts-de-France;32;9
2020-05-14;Ile-de-France;11;19
2020-05-14;La Réunion;4;1
2020-05-14;Martinique;2;0
2020-05-14;Mayotte;6;0
2020-05-14;Normandie;28;1
2020-05-14;Nouvelle-Aquitaine;75;0
2020-05-14;Occitanie;76;3
2020-05-14;Pays de la Loire;52;0
2020-05-14;Provence-Alpes-Côte d'Azur;93;5
2020-05-15;Auvergne-Rhône-Alpes;84;7
2020-05-15;Bourgogne-Franche-Comté;27;4
2020-05-15;Bretagne;53;0
2020-05-15;Centre-Val de Loire;24;3
2020-05-15;Corse;94;0
2020-05-15;Grand-Est;44;6
2020-05-15;Guadeloupe;1;0
2020-05-15;Guyane;3;0
2020-05-15;Hauts-de-France;32;3
2020-05-15;Ile-de-France;11;27
2020-05-15;La Réunion;4;0
2020-05-15;Martinique;2;0
2020-05-15;Mayotte;6;1
2020-05-15;Normandie;28;2
2020-05-15;Nouvelle-Aquitaine;75;0
2020-05-15;Occitanie;76;2
2020-05-15;Pays de la Loire;52;3
2020-05-15;Provence-Alpes-Côte d'Azur;93;6
2020-05-16;Auvergne-Rhône-Alpes;84;3
2020-05-16;Bourgogne-Franche-Comté;27;2
2020-05-16;Bretagne;53;3
2020-05-16;Centre-Val de Loire;24;0
2020-05-16;Corse;94;0
2020-05-16;Grand-Est;44;9
2020-05-16;Guadeloupe;1;0
2020-05-16;Guyane;3;0
2020-05-16;Hauts-de-France;32;4
2020-05-16;Ile-de-France;11;16
2020-05-16;La Réunion;4;1
2020-05-16;Martinique;2;0
2020-05-16;Mayotte;6;0
2020-05-16;Normandie;28;1
2020-05-16;Nouvelle-Aquitaine;75;0
2020-05-16;Occitanie;76;3
2020-05-16;Pays de la Loire;52;1
2020-05-16;Provence-Alpes-Côte d'Azur;93;3
2020-05-17;Auvergne-Rhône-Alpes;84;3
2020-05-17;Bourgogne-Franche-Comté;27;0
2020-05-17;Bretagne;53;0
2020-05-17;Centre-Val de Loire;24;0
2020-05-17;Corse;94;0
2020-05-17;Grand-Est;44;8
2020-05-17;Guadeloupe;1;0
2020-05-17;Guyane;3;0
2020-05-17;Hauts-de-France;32;2
2020-05-17;Ile-de-France;11;8
2020-05-17;La Réunion;4;0
2020-05-17;Martinique;2;0
2020-05-17;Mayotte;6;1
2020-05-17;Normandie;28;0
2020-05-17;Nouvelle-Aquitaine;75;0
2020-05-17;Occitanie;76;1
2020-05-17;Pays de la Loire;52;0
2020-05-17;Provence-Alpes-Côte d'Azur;93;1
2020-05-18;Auvergne-Rhône-Alpes;84;2
2020-05-18;Bourgogne-Franche-Comté;27;0
2020-05-18;Bretagne;53;2
2020-05-18;Centre-Val de Loire;24;1
2020-05-18;Corse;94;0
2020-05-18;Grand-Est;44;8
2020-05-18;Guadeloupe;1;0
2020-05-18;Guyane;3;0
2020-05-18;Hauts-de-France;32;3
2020-05-18;Ile-de-France;11;12
2020-05-18;La Réunion;4;0
2020-05-18;Martinique;2;0
2020-05-18;Mayotte;6;0
2020-05-18;Normandie;28;2
2020-05-18;Nouvelle-Aquitaine;75;1
2020-05-18;Occitanie;76;4
2020-05-18;Pays de la Loire;52;1
2020-05-18;Provence-Alpes-Côte d'Azur;93;2
2020-05-19;Auvergne-Rhône-Alpes;84;4
2020-05-19;Bourgogne-Franche-Comté;27;2
2020-05-19;Bretagne;53;0
2020-05-19;Centre-Val de Loire;24;1
2020-05-19;Corse;94;0
2020-05-19;Grand-Est;44;12
2020-05-19;Guadeloupe;1;0
2020-05-19;Guyane;3;0
2020-05-19;Hauts-de-France;32;7
2020-05-19;Ile-de-France;11;29
2020-05-19;La Réunion;4;0
2020-05-19;Martinique;2;0
2020-05-19;Mayotte;6;2
2020-05-19;Normandie;28;1
2020-05-19;Nouvelle-Aquitaine;75;5
2020-05-19;Occitanie;76;0
2020-05-19;Pays de la Loire;52;4
2020-05-19;Provence-Alpes-Côte d'Azur;93;2
2020-05-20;Auvergne-Rhône-Alpes;84;2
2020-05-20;Bourgogne-Franche-Comté;27;3
2020-05-20;Bretagne;53;1
2020-05-20;Centre-Val de Loire;24;1
2020-05-20;Corse;94;0
2020-05-20;Grand-Est;44;8
2020-05-20;Guadeloupe;1;0
2020-05-20;Guyane;3;0
2020-05-20;Hauts-de-France;32;8
2020-05-20;Ile-de-France;11;16
2020-05-20;La Réunion;4;0
2020-05-20;Martinique;2;0
2020-05-20;Mayotte;6;2
2020-05-20;Normandie;28;0
2020-05-20;Nouvelle-Aquitaine;75;0
2020-05-20;Occitanie;76;0
2020-05-20;Pays de la Loire;52;1
2020-05-20;Provence-Alpes-Côte d'Azur;93;1
2020-05-21;Auvergne-Rhône-Alpes;84;3
2020-05-21;Bourgogne-Franche-Comté;27;0
2020-05-21;Bretagne;53;0
2020-05-21;Centre-Val de Loire;24;0
2020-05-21;Corse;94;0
2020-05-21;Grand-Est;44;8
2020-05-21;Guadeloupe;1;0
2020-05-21;Guyane;3;0
2020-05-21;Hauts-de-France;32;1
2020-05-21;Ile-de-France;11;16
2020-05-21;La Réunion;4;0
2020-05-21;Martinique;2;0
2020-05-21;Mayotte;6;0
2020-05-21;Normandie;28;0
2020-05-21;Nouvelle-Aquitaine;75;0
2020-05-21;Occitanie;76;0
2020-05-21;Pays de la Loire;52;0
2020-05-21;Provence-Alpes-Côte d'Azur;93;0
2020-05-22;Auvergne-Rhône-Alpes;84;2
2020-05-22;Bourgogne-Franche-Comté;27;2
2020-05-22;Bretagne;53;0
2020-05-22;Centre-Val de Loire;24;0
2020-05-22;Corse;94;0
2020-05-22;Grand-Est;44;5
2020-05-22;Guadeloupe;1;0
2020-05-22;Guyane;3;0
2020-05-22;Hauts-de-France;32;4
2020-05-22;Ile-de-France;11;11
2020-05-22;La Réunion;4;0
2020-05-22;Martinique;2;1
2020-05-22;Mayotte;6;1
2020-05-22;Normandie;28;2
2020-05-22;Nouvelle-Aquitaine;75;2
2020-05-22;Occitanie;76;3
2020-05-22;Pays de la Loire;52;1
2020-05-22;Provence-Alpes-Côte d'Azur;93;2
2020-05-23;Auvergne-Rhône-Alpes;84;2
2020-05-23;Bourgogne-Franche-Comté;27;2
2020-05-23;Bretagne;53;1
2020-05-23;Centre-Val de Loire;24;1
2020-05-23;Corse;94;0
2020-05-23;Grand-Est;44;10
2020-05-23;Guadeloupe;1;0
2020-05-23;Guyane;3;0
2020-05-23;Hauts-de-France;32;0
2020-05-23;Ile-de-France;11;10
2020-05-23;La Réunion;4;0
2020-05-23;Martinique;2;0
2020-05-23;Mayotte;6;1
2020-05-23;Normandie;28;0
2020-05-23;Nouvelle-Aquitaine;75;2
2020-05-23;Occitanie;76;0
2020-05-23;Pays de la Loire;52;0
2020-05-23;Provence-Alpes-Côte d'Azur;93;1
2020-05-24;Auvergne-Rhône-Alpes;84;2
2020-05-24;Bourgogne-Franche-Comté;27;1
2020-05-24;Bretagne;53;1
2020-05-24;Centre-Val de Loire;24;0
2020-05-24;Corse;94;0
2020-05-24;Grand-Est;44;4
2020-05-24;Guadeloupe;1;0
2020-05-24;Guyane;3;0
2020-05-24;Hauts-de-France;32;1
2020-05-24;Ile-de-France;11;10
2020-05-24;La Réunion;4;1
2020-05-24;Martinique;2;0
2020-05-24;Mayotte;6;0
2020-05-24;Normandie;28;1
2020-05-24;Nouvelle-Aquitaine;75;1
2020-05-24;Occitanie;76;1
2020-05-24;Pays de la Loire;52;1
2020-05-24;Provence-Alpes-Côte d'Azur;93;0
2020-05-25;Auvergne-Rhône-Alpes;84;5
2020-05-25;Bourgogne-Franche-Comté;27;2
2020-05-25;Bretagne;53;1
2020-05-25;Centre-Val de Loire;24;0
2020-05-25;Corse;94;0
2020-05-25;Grand-Est;44;5
2020-05-25;Guadeloupe;1;1
2020-05-25;Guyane;3;0
2020-05-25;Hauts-de-France;32;3
2020-05-25;Ile-de-France;11;16
2020-05-25;La Réunion;4;1
2020-05-25;Martinique;2;0
2020-05-25;Mayotte;6;0
2020-05-25;Normandie;28;2
2020-05-25;Nouvelle-Aquitaine;75;3
2020-05-25;Occitanie;76;1
2020-05-25;Pays de la Loire;52;2
2020-05-25;Provence-Alpes-Côte d'Azur;93;3
2020-05-26;Auvergne-Rhône-Alpes;84;1
2020-05-26;Bourgogne-Franche-Comté;27;2
2020-05-26;Bretagne;53;1
2020-05-26;Centre-Val de Loire;24;1
2020-05-26;Corse;94;1
2020-05-26;Grand-Est;44;4
2020-05-26;Guadeloupe;1;0
2020-05-26;Guyane;3;2
2020-05-26;Hauts-de-France;32;5
2020-05-26;Ile-de-France;11;10
2020-05-26;La Réunion;4;0
2020-05-26;Martinique;2;0
2020-05-26;Mayotte;6;2
2020-05-26;Normandie;28;0
2020-05-26;Nouvelle-Aquitaine;75;1
2020-05-26;Occitanie;76;4
2020-05-26;Pays de la Loire;52;1
2020-05-26;Provence-Alpes-Côte d'Azur;93;2
2020-05-27;Auvergne-Rhône-Alpes;84;7
2020-05-27;Bourgogne-Franche-Comté;27;1
2020-05-27;Bretagne;53;0
2020-05-27;Centre-Val de Loire;24;0
2020-05-27;Corse;94;0
2020-05-27;Grand-Est;44;6
2020-05-27;Guadeloupe;1;0
2020-05-27;Guyane;3;0
2020-05-27;Hauts-de-France;32;0
2020-05-27;Ile-de-France;11;11
2020-05-27;La Réunion;4;0
2020-05-27;Martinique;2;0
2020-05-27;Mayotte;6;0
2020-05-27;Normandie;28;1
2020-05-27;Nouvelle-Aquitaine;75;1
2020-05-27;Occitanie;76;0
2020-05-27;Pays de la Loire;52;1
2020-05-27;Provence-Alpes-Côte d'Azur;93;4
2020-05-28;Auvergne-Rhône-Alpes;84;1
2020-05-28;Bourgogne-Franche-Comté;27;1
2020-05-28;Bretagne;53;1
2020-05-28;Centre-Val de Loire;24;0
2020-05-28;Corse;94;0
2020-05-28;Grand-Est;44;11
2020-05-28;Guadeloupe;1;0
2020-05-28;Guyane;3;0
2020-05-28;Hauts-de-France;32;4
2020-05-28;Ile-de-France;11;9
2020-05-28;La Réunion;4;0
2020-05-28;Martinique;2;0
2020-05-28;Mayotte;6;0
2020-05-28;Normandie;28;1
2020-05-28;Nouvelle-Aquitaine;75;1
2020-05-28;Occitanie;76;3
2020-05-28;Pays de la Loire;52;1
2020-05-28;Provence-Alpes-Côte d'Azur;93;3
2020-05-29;Auvergne-Rhône-Alpes;84;1
2020-05-29;Bourgogne-Franche-Comté;27;0
2020-05-29;Bretagne;53;1
2020-05-29;Centre-Val de Loire;24;0
2020-05-29;Corse;94;0
2020-05-29;Grand-Est;44;8
2020-05-29;Guadeloupe;1;0
2020-05-29;Guyane;3;0
2020-05-29;Hauts-de-France;32;2
2020-05-29;Ile-de-France;11;12
2020-05-29;La Réunion;4;1
2020-05-29;Martinique;2;0
2020-05-29;Mayotte;6;2
2020-05-29;Normandie;28;0
2020-05-29;Nouvelle-Aquitaine;75;1
2020-05-29;Occitanie;76;0
2020-05-29;Pays de la Loire;52;0
2020-05-29;Provence-Alpes-Côte d'Azur;93;1
2020-05-30;Auvergne-Rhône-Alpes;84;10
2020-05-30;Bourgogne-Franche-Comté;27;0
2020-05-30;Bretagne;53;0
2020-05-30;Centre-Val de Loire;24;1
2020-05-30;Corse;94;0
2020-05-30;Grand-Est;44;6
2020-05-30;Guadeloupe;1;0
2020-05-30;Guyane;3;0
2020-05-30;Hauts-de-France;32;3
2020-05-30;Ile-de-France;11;8
2020-05-30;La Réunion;4;1
2020-05-30;Martinique;2;0
2020-05-30;Mayotte;6;0
2020-05-30;Normandie;28;0
2020-05-30;Nouvelle-Aquitaine;75;0
2020-05-30;Occitanie;76;0
2020-05-30;Pays de la Loire;52;0
2020-05-30;Provence-Alpes-Côte d'Azur;93;0
2020-05-31;Auvergne-Rhône-Alpes;84;9
2020-05-31;Bourgogne-Franche-Comté;27;0
2020-05-31;Bretagne;53;0
2020-05-31;Centre-Val de Loire;24;0
2020-05-31;Corse;94;0
2020-05-31;Grand-Est;44;3
2020-05-31;Guadeloupe;1;0
2020-05-31;Guyane;3;0
2020-05-31;Hauts-de-France;32;1
2020-05-31;Ile-de-France;11;3
2020-05-31;La Réunion;4;0
2020-05-31;Martinique;2;0
2020-05-31;Mayotte;6;0
2020-05-31;Normandie;28;1
2020-05-31;Nouvelle-Aquitaine;75;1
2020-05-31;Occitanie;76;0
2020-05-31;Pays de la Loire;52;0
2020-05-31;Provence-Alpes-Côte d'Azur;93;0
2020-06-01;Auvergne-Rhône-Alpes;84;0
2020-06-01;Bourgogne-Franche-Comté;27;0
2020-06-01;Bretagne;53;0
2020-06-01;Centre-Val de Loire;24;0
2020-06-01;Corse;94;0
2020-06-01;Grand-Est;44;4
2020-06-01;Guadeloupe;1;0
2020-06-01;Guyane;3;0
2020-06-01;Hauts-de-France;32;1
2020-06-01;Ile-de-France;11;3
2020-06-01;La Réunion;4;0
2020-06-01;Martinique;2;0
2020-06-01;Mayotte;6;0
2020-06-01;Normandie;28;0
2020-06-01;Nouvelle-Aquitaine;75;0
2020-06-01;Occitanie;76;0
2020-06-01;Pays de la Loire;52;1
2020-06-01;Provence-Alpes-Côte d'Azur;93;0
2020-06-02;Auvergne-Rhône-Alpes;84;3
2020-06-02;Bourgogne-Franche-Comté;27;1
2020-06-02;Bretagne;53;1
2020-06-02;Centre-Val de Loire;24;0
2020-06-02;Corse;94;0
2020-06-02;Grand-Est;44;4
2020-06-02;Guadeloupe;1;0
2020-06-02;Guyane;3;1
2020-06-02;Hauts-de-France;32;2
2020-06-02;Ile-de-France;11;12
2020-06-02;La Réunion;4;0
2020-06-02;Martinique;2;0
2020-06-02;Mayotte;6;1
2020-06-02;Normandie;28;1
2020-06-02;Nouvelle-Aquitaine;75;1
2020-06-02;Occitanie;76;3
2020-06-02;Pays de la Loire;52;2
2020-06-02;Provence-Alpes-Côte d'Azur;93;1
2020-06-03;Auvergne-Rhône-Alpes;84;2
2020-06-03;Bourgogne-Franche-Comté;27;1
2020-06-03;Bretagne;53;0
2020-06-03;Centre-Val de Loire;24;2
2020-06-03;Corse;94;0
2020-06-03;Grand-Est;44;6
2020-06-03;Guadeloupe;1;0
2020-06-03;Guyane;3;0
2020-06-03;Hauts-de-France;32;2
2020-06-03;Ile-de-France;11;12
2020-06-03;La Réunion;4;0
2020-06-03;Martinique;2;0
2020-06-03;Mayotte;6;0
2020-06-03;Normandie;28;0
2020-06-03;Nouvelle-Aquitaine;75;0
2020-06-03;Occitanie;76;0
2020-06-03;Pays de la Loire;52;0
2020-06-03;Provence-Alpes-Côte d'Azur;93;1
2020-06-04;Auvergne-Rhône-Alpes;84;3
2020-06-04;Bourgogne-Franche-Comté;27;0
2020-06-04;Bretagne;53;0
2020-06-04;Centre-Val de Loire;24;0
2020-06-04;Corse;94;0
2020-06-04;Grand-Est;44;3
2020-06-04;Guadeloupe;1;0
2020-06-04;Guyane;3;0
2020-06-04;Hauts-de-France;32;7
2020-06-04;Ile-de-France;11;6
2020-06-04;La Réunion;4;0
2020-06-04;Martinique;2;0
2020-06-04;Mayotte;6;0
2020-06-04;Normandie;28;0
2020-06-04;Nouvelle-Aquitaine;75;1
2020-06-04;Occitanie;76;1
2020-06-04;Pays de la Loire;52;1
2020-06-04;Provence-Alpes-Côte d'Azur;93;1
2020-06-05;Auvergne-Rhône-Alpes;84;1
2020-06-05;Bourgogne-Franche-Comté;27;1
2020-06-05;Bretagne;53;0
2020-06-05;Centre-Val de Loire;24;0
2020-06-05;Corse;94;0
2020-06-05;Grand-Est;44;4
